target,id,date,user,text,year,month,day,hour
0,1550762111,2009-04-18 10:11:34,mimgodfather,Are you ok,2009,4,18,10
0,1550782077,2009-04-18 10:15:17,CAB2009,Spring break no homework but a lot of college stuff to do,2009,4,18,10
0,1551017548,2009-04-18 10:55:14,lilloco,you are very suspicious of spring my friend my status has changed i am rested and ready for warm but cloudy day,2009,4,18,10
0,1551142226,2009-04-18 11:15:36,SMG1994,yeah i think i will have to do that as well i am working at K Mart tonight,2009,4,18,11
0,1551180570,2009-04-18 11:21:35,KodiakBear288,I hate being sick I want to be out enjoying my weekend but I know I need to sleep this off,2009,4,18,11
0,1551271233,2009-04-18 11:36:29,sunlightsystem,My mom made me take out my belly button piercing,2009,4,18,11
0,1551387683,2009-04-18 11:55:33,anshuman0303,Writing reports is such a pain in the arse,2009,4,18,11
0,1551418098,2009-04-18 12:00:21,OdessaDodd,Jamie is on now too Upset every 1 he wants 2 follow is fake 1,2009,4,18,12
0,1551424149,2009-04-18 12:01:15,mariakitano,played both i got tired of wow because of the pvp changes,2009,4,18,12
0,1551447957,2009-04-18 12:05:03,nexxai,what the hell happened to the sun website it used to be a little dated but now it s busier than a mutha and ugly as sin,2009,4,18,12
0,1551514244,2009-04-18 12:15:27,VISWEETLIPS,My old phone is activated again Didnt want to do this but my new phone is takin too long to come in the mail,2009,4,18,12
0,1551650169,2009-04-18 12:36:56,NuclearErection,Woke up to the Sounds of a Tree being Cut down poor tree,2009,4,18,12
0,1551706140,2009-04-18 12:45:47,Kohinoor_Ali,Nearly cried there at the end of the episode lol,2009,4,18,12
0,1551903797,2009-04-18 13:16:24,SmegFirk,Playing after the others thanks to TV scheduling may well allow us to know what s go on but it makes things look bad on Saturday nights,2009,4,18,13
0,1552063217,2009-04-18 13:41:27,AnnetteStatus,i paid last time lol well maybe Ill ask dad for a few bucks to help out haha,2009,4,18,13
0,1553171620,2009-04-18 16:33:37,albeitludicrous,Aww I d hate to be allergic to an animal,2009,4,18,16
0,1553335861,2009-04-18 16:59:40,OhMyBlogItsJoey,aww helen is dying so sad to see her like that,2009,4,18,16
0,1553459457,2009-04-18 17:19:30,gareth,tried to get tickets but they were sold out but i ll be listening Have a good one,2009,4,18,17
0,1553707112,2009-04-18 17:59:49,SWIP,In long beach our flight doesn t take off until 4 50 but I m almost home Mexico was AMAZING But damn I m bored I m the airport,2009,4,18,17
0,1553739657,2009-04-18 18:04:55,jennywebber,Burnt my tongue,2009,4,18,18
0,1553857880,2009-04-18 18:24:13,mini_mama,dang yall had fish yesterday i miss fridays at Granny s yall just too far now sad,2009,4,18,18
0,1553952825,2009-04-18 18:39:52,mauibuilt4,than Cortez they are in the quot teenage phase quot Well Okay Kekoa jogged walked with me the other day,2009,4,18,18
0,1553953807,2009-04-18 18:40:01,bluedoggiant,I think I like tr im more than Virl for now as its shorter,2009,4,18,18
0,1553982311,2009-04-18 18:44:45,keithwalmsley,Omg just ate a massive amount of junkfood am gonna stay in tonight and watch the thunderbirds dvd,2009,4,18,18
0,1554013301,2009-04-18 18:49:53,jessicamk11,i only get that when i m around alot of people it sucks,2009,4,18,18
0,1554038273,2009-04-18 18:54:01,BinaryGeek,Getting in touch with my inner white trash and watching lots of King of the Hill when I should be learning lines,2009,4,18,18
0,1554046855,2009-04-18 18:55:23,cheeseless,the computer is maybe entirely totally completely amp utterly dead,2009,4,18,18
0,1554071326,2009-04-18 18:59:28,joshuaseo,Ahh I accidentally bought spicy chicken Not a good idea when that s all your eating,2009,4,18,18
0,1554526354,2009-04-18 20:14:13,meluhnee,ok then idk Houston is the luckiest city right now,2009,4,18,20
0,1555690158,2009-04-18 23:25:13,volari76,aren t u famous Everyone knows JB and Sandy in Austin Guess I need to unfollow,2009,4,18,23
0,1555864180,2009-04-18 23:55:05,NKOTBTXFAN1,Going to bed now It s been a long depressing rainy day Nite,2009,4,18,23
0,1555871796,2009-04-18 23:56:25,MissVlovesyou,nope Last I heard from him he left a comment saying he loves me more and I m better Over a year close to 2 now,2009,4,18,23
0,1555948395,2009-04-19 00:10:02,will_calgary,Well the Flames lost again,2009,4,19,0
0,1555952354,2009-04-19 00:10:44,frodolover36,is chillen wishes she was in nashville,2009,4,19,0
0,1555982669,2009-04-19 00:16:21,chacha730,Because he was boring he had to go,2009,4,19,0
0,1556086887,2009-04-19 00:36:09,ITS_Photo,Working on the Mac trying to do a clean install of OS not easy when you have been a PC all your life,2009,4,19,0
0,1556088194,2009-04-19 00:36:25,CreepyCreepy,Basically cried through 90 of Rachel Getting Married,2009,4,19,0
0,1556116371,2009-04-19 00:42:01,rachelkin,Loving my sweet husband He s so sweet to me when I m feeling,2009,4,19,0
0,1556326321,2009-04-19 01:24:58,CrystalRye,I am alone in this world,2009,4,19,1
0,1556395137,2009-04-19 01:40:21,VivaLaVics,Guh SOUNDERS Cant do it without Keller I bought some Blue Rams today Yay New fishes,2009,4,19,1
0,1556403091,2009-04-19 01:42:11,kerrrri,didnt do anything all weekend,2009,4,19,1
0,1556486259,2009-04-19 02:01:29,JordynTheKidd,This editing is taking its toll on my brain,2009,4,19,2
0,1556548265,2009-04-19 02:16:49,imjustdifrent,Pulled out the couch did not get near enough pizza and Dad has the thermostat in the mid eighties with no sign of turning it down,2009,4,19,2
0,1556576899,2009-04-19 02:24:18,paperboyfabe,How was the club I wish i went to UPtown now Im mad,2009,4,19,2
0,1556609762,2009-04-19 02:32:50,tonton25,has the worst headache ever,2009,4,19,2
0,1556637591,2009-04-19 02:40:07,sophie_lou_13,Says that i probably won t even go and i hate boys,2009,4,19,2
0,1556836321,2009-04-19 03:35:12,get_inverted,18mph wind and sunny but wind is NNE so no beach in the south that would work for kitesurfing today gardening day,2009,4,19,3
0,1556875575,2009-04-19 03:47:07,gabbydario,this is the worst year for formulaone Weather ALWAYS sucks i hope it ll be okay when i watch in september,2009,4,19,3
0,1556895677,2009-04-19 03:53:27,dorkchops,Scar Jo s boobs couldn t save that movie I was waiting for aston kutcher to jump out and tell me I d been Punk d,2009,4,19,3
0,1556904227,2009-04-19 03:56:09,Doonyspoony,That d be terrible,2009,4,19,3
0,1556930444,2009-04-19 04:04:20,camfitz,dang it study break is almost over already,2009,4,19,4
0,1557126538,2009-04-19 05:09:40,thestrokes225,Can t sleep at all and it s super hot,2009,4,19,5
0,1557179884,2009-04-19 05:29:08,janemily,no 1 on msn,2009,4,19,5
0,1557212175,2009-04-19 05:41:00,v_bennett,Boo Another day at work,2009,4,19,5
0,1557237927,2009-04-19 05:50:49,dreameruk,I found somebody interesting on youtube then when I did a Wikipedia search I ve found they died 9 years ago I now feel a little sad,2009,4,19,5
0,1557262781,2009-04-19 06:00:20,czarina_,wants to have a new fifa lanyard but i dont have money,2009,4,19,6
0,1557281216,2009-04-19 06:07:24,imnessar,wooo age hit chuck knockout by rua,2009,4,19,6
0,1557434192,2009-04-19 07:05:25,missgiggly,I have after a couple of shows For BJ on the very week he got voted off,2009,4,19,7
0,1557467192,2009-04-19 07:17:34,amjohnno,Yay But because you ll be leaving us all behind,2009,4,19,7
0,1557549881,2009-04-19 07:46:51,jadeish,god i m tired really fed up too theres nothing to do back to school on tuesday really dont wanna go back but then again its boring here,2009,4,19,7
0,1557617741,2009-04-19 08:09:00,nuttychris,no fuck mary she dont do naughtys as she is the virgin mary so ya no no fun there but shhh didnt say tht haha,2009,4,19,8
0,1558160869,2009-04-19 10:28:34,purplek64,Someone differ ent givin talk karen,2009,4,19,10
0,1558286160,2009-04-19 10:53:58,9_6,lol I should ve been there At least for the girls if not for Iron Maiden p,2009,4,19,10
0,1558392005,2009-04-19 11:13:55,girlwithapuck,is still sick and missing her LARA meeting amp critique group BOO TO BEING ILL,2009,4,19,11
0,1558424283,2009-04-19 11:20:00,pamelara,Hoping and Loving Afraid to Think What s Next Coz Im Really In Love With U,2009,4,19,11
0,1558441524,2009-04-19 11:23:10,sdkanter,sundays are like my busiest day of the week but i m sad it ends in my last FYP meeting ever,2009,4,19,11
0,1558507188,2009-04-19 11:35:13,theaofa,trying to figure out things to do when you can only lay down is a particular position is really tricky,2009,4,19,11
0,1558671451,2009-04-19 12:04:07,DhruvAdityaDave,i misss you leees,2009,4,19,12
0,1558699062,2009-04-19 12:08:56,princess_elle_,Awww you poor thing does make you sound about 5 though P what did you fall over x,2009,4,19,12
0,1558755306,2009-04-19 12:18:39,pgoodness,I bet these same people believe she s being mistreated too OY Too bad that don t know what s really going on eh,2009,4,19,12
0,1558757373,2009-04-19 12:19:00,AnneBowman,very very hurty knee,2009,4,19,12
0,1558946227,2009-04-19 12:50:26,LizOkafor,just woke up bout 2 finish this paper 1 page done 9 to go my goal is to b done by 4 or 5pm i wonder if i can do it,2009,4,19,12
0,1558964862,2009-04-19 12:53:31,enked,I m getting fatty lazzy and dumbdumb day by day,2009,4,19,12
0,1558997024,2009-04-19 12:58:51,oneeyedsmiley,back from Mass amp lunch about to go to the NC or library to work on my paper so I won t be distracted not feeling very inspired sigh,2009,4,19,12
0,1559030678,2009-04-19 13:04:10,shanelleg,I wasn t there in 06 but I ll take ur word Y all need 2 get in that Strolling competition cause it was,2009,4,19,13
0,1559096382,2009-04-19 13:14:55,sam_steger,gahhh does not feel very welllll,2009,4,19,13
0,1559122800,2009-04-19 13:19:10,melbelle03,Didnt buy anything at sueno or cab clothing at the sale this weekend,2009,4,19,13
0,1559284684,2009-04-19 13:44:31,melissacoleblog,i thought she was just really healthy i didn t know she was a vegan i knew she was on martha apprentice but i didnt watch,2009,4,19,13
0,1559573338,2009-04-19 14:29:47,stepheagen,where did the sun go,2009,4,19,14
0,1559608149,2009-04-19 14:35:11,Pixelfrog,Gotta chop down the grass on our back lot It s up to my hips That s going to take me few weekends as it s a third of an acre,2009,4,19,14
0,1559666700,2009-04-19 14:44:21,8_Track,I like vadels there specially cute on me,2009,4,19,14
0,1559667958,2009-04-19 14:44:34,sfnaomi,oh no yeah the line is known to wrap around especially on the weekend,2009,4,19,14
0,1559668709,2009-04-19 14:44:39,fitnessbox,Day three off of gym day three of drinking Noticing a trend,2009,4,19,14
0,1559871565,2009-04-19 15:15:40,Coralierocks,is going to try and finish reading Breaking Dawn boring part about Jacob right now,2009,4,19,15
0,1559896929,2009-04-19 15:19:37,SammyJoee,two less than kelly,2009,4,19,15
0,1562353796,2009-04-19 22:47:03,abaily,I already miss my puppy Hopefully I ll see him this weekend,2009,4,19,22
0,1562363372,2009-04-19 22:48:23,aaronfrankel,I know,2009,4,19,22
0,1563534932,2009-04-20 02:12:33,FabulousTM,is going nighty night wants to cuddle,2009,4,20,2
0,1563576511,2009-04-20 02:22:27,kindofagirl,almost happened to me today lol,2009,4,20,2
0,1563597077,2009-04-20 02:27:27,MichaelHMan,I don t like sad Krista what can I do to help,2009,4,20,2
0,1563620966,2009-04-20 02:33:08,HildeM_EN,Nope hun can t make it Have to be at work Monday morning oh well maybe a trip to the US later this year have fun,2009,4,20,2
0,1563635586,2009-04-20 02:36:46,CaptainFlashman,boarded the plane this one has seen a good few miles looking at the state of it,2009,4,20,2
0,1563658772,2009-04-20 02:42:27,jaso0o0on,ITS FREAKIN HOT,2009,4,20,2
0,1563680021,2009-04-20 02:47:53,alen_dri,still don t understand help,2009,4,20,2
0,1563718637,2009-04-20 02:58:03,Jeremie94,Beark boulot,2009,4,20,2
0,1563733638,2009-04-20 03:01:46,graciedeann,just took a shower time to think about doing some work slept 6 hours today now i am not going to be able to sleep tonight,2009,4,20,3
0,1563788126,2009-04-20 03:16:06,MALUCAMALA,will let u know as sson as i get my schedule i have a jobby job,2009,4,20,3
0,1563829921,2009-04-20 03:27:36,itzelmedina,goin to bed nite nite ugggghh u hate work,2009,4,20,3
0,1563875839,2009-04-20 03:40:23,cafuir,School Work Project all day night tomorrow sall good though,2009,4,20,3
0,1563884059,2009-04-20 03:42:40,psych0sis,Losing her passion What can I do to make it come back,2009,4,20,3
0,1563886315,2009-04-20 03:43:16,ZamirHady,don t b sad let me cheer u up what do u want,2009,4,20,3
0,1564015663,2009-04-20 04:20:34,Spinster718,Jus woke up so i can get some water then im headin back to bed I gotta get ready for school in 3 hours,2009,4,20,4
0,1564049998,2009-04-20 04:30:54,Ames6767,they didn t give him anything I had antibiotics from the doctor and was told to alternate ibuprofen and calpol,2009,4,20,4
0,1564088212,2009-04-20 04:42:44,libbyoliver,I am getting into a bad mood for no reason I hate these hormones,2009,4,20,4
0,1564123185,2009-04-20 04:53:36,Hollywood_Trey,Soooory That s y I said quot What s up World quot cuz I didn t know who was still up So how r u this evening hun,2009,4,20,4
0,1564169400,2009-04-20 05:07:44,Bitter_Sweet_,it is a long way away,2009,4,20,5
0,1564235351,2009-04-20 05:28:26,Sarah_Willey,what a stressful night finally headin to bed big math test tomorrow,2009,4,20,5
0,1564483422,2009-04-20 06:42:23,CraneFactory,Bad news hard disk in PC died Good news it was the backup disk not primary disk Bad news means I can t ask CFO wife for new PC,2009,4,20,6
0,1564599327,2009-04-20 07:12:44,SUBSONIX,Why you haz no macbook,2009,4,20,7
0,1564688249,2009-04-20 07:33:30,molly_j_moon,Keep fingers crossed I m trying to order one of the few photo books from the Who Killed Amanda Palmer project Only 10k available,2009,4,20,7
0,1564688793,2009-04-20 07:33:38,garry1bowie,Hmm that s not good,2009,4,20,7
0,1564779741,2009-04-20 07:53:55,priscx,OMGggggg i ve been holding the line for more than 11 minutes now And am still listening to the quot Malaysia oh Malaysia quot MAS song,2009,4,20,7
0,1564848965,2009-04-20 08:07:57,KevinEdinger,Going to the doctor,2009,4,20,8
0,1564853334,2009-04-20 08:08:51,LadyAzvia,Ok feelin a little sick today Gotta finish my day with grace,2009,4,20,8
0,1564981450,2009-04-20 08:33:04,Teayo,Lovely I feel like crap on my birthday Isn t this Lovely,2009,4,20,8
0,1565187376,2009-04-20 09:07:56,amymako,i wish you were still in rochester mn,2009,4,20,9
0,1565575707,2009-04-20 10:04:44,joooooanne,Sicky and working Grr must study,2009,4,20,10
0,1565879891,2009-04-20 10:45:14,JordyDub,Wanting Sol Az bad but I can t go today,2009,4,20,10
0,1565907612,2009-04-20 10:48:49,f_actress,just 2 more hours till school starts,2009,4,20,10
0,1572846075,2009-04-21 01:46:01,jordanwalkert,good to know im not the only one who has it anymore,2009,4,21,1
0,1572868395,2009-04-21 01:50:48,girl_foo,Back to work today,2009,4,21,1
0,1572907186,2009-04-21 01:59:13,SkysTheLimit_x,Doesn t like all the work that they make you do in college,2009,4,21,1
0,1573017368,2009-04-21 02:23:50,hijichi,Congratulations to Paul who pipped me to the post for Manager of Penketh,2009,4,21,2
0,1573119472,2009-04-21 02:48:00,KiraMonet,I only signed on for a baby,2009,4,21,2
0,1573184812,2009-04-21 03:03:44,ktimorio,Still disappointed about the movie quot M nnersache quot watched it yesterday,2009,4,21,3
0,1573192826,2009-04-21 03:05:39,ajstillings,like the flu it sucks What about you,2009,4,21,3
0,1573270615,2009-04-21 03:25:22,singsinshower1,Spoke too soon,2009,4,21,3
0,1573284880,2009-04-21 03:29:06,danieloliver,no time for Twitter this morning Obscene amount of work to get through,2009,4,21,3
0,1573341146,2009-04-21 03:43:56,besz,Yes it s awesome and without you keeping check on things I would procrastinate a lot ahem no I don t You rule,2009,4,21,3
0,1573350262,2009-04-21 03:46:18,agentvee,Sitting on a train A pretty crowded train actually,2009,4,21,3
0,1573439165,2009-04-21 04:10:29,mrsdugdale,Rush hour traffic was ridiculous this morning I am full of hell before I even start work grrrrrrr,2009,4,21,4
0,1573488080,2009-04-21 04:24:28,qtbrowneyes,been fighting with my apparatus digestorius well i ll win almost,2009,4,21,4
0,1573505044,2009-04-21 04:29:18,andytgeezer,Typical I m late for work and there is a huge traffic jam,2009,4,21,4
0,1573508443,2009-04-21 04:30:13,Southergal,hey Lisa said she s crying and you need to bring her a cig,2009,4,21,4
0,1573539635,2009-04-21 04:39:13,laurenredhead,Got up at 5am as I couldn t sleep Now I want to go back to bed How are you,2009,4,21,4
0,1573818481,2009-04-21 06:00:15,tweetpet,Clean Me,2009,4,21,6
0,1573831120,2009-04-21 06:03:38,HoyitsPerucho,you can thank me and that site for your educational downfall,2009,4,21,6
0,1573851202,2009-04-21 06:09:23,Jellybean_Kim,Cleaned house ALL Day And it s still not finished,2009,4,21,6
0,1573872240,2009-04-21 06:15:15,Scotty089,Planned to go to PF for body attack tonight don t know if legs could take it today tho,2009,4,21,6
0,1573911485,2009-04-21 06:26:23,sweet_tomorrow,About to eat then back to school Geo test,2009,4,21,6
0,1573921324,2009-04-21 06:29:06,mgrinham3,Off to work Not lpking likee there is going to softball,2009,4,21,6
0,1573960061,2009-04-21 06:39:39,Erardo,Good morning but aww your headache I hope you feel better soon,2009,4,21,6
0,1574066115,2009-04-21 07:06:30,craigend,morning loved your video You even have the head man talking about you Great Probable still wont get bag,2009,4,21,7
0,1675714150,2009-05-01 23:09:37,Melamachinko,it was a usendit link u sent sadness,2009,5,1,23
0,1675897485,2009-05-01 23:35:32,Adrianna_Marie,I have work in the morning I hate working Saturdays,2009,5,1,23
0,1676090747,2009-05-02 00:04:29,Tiffy_Rose,don t want this nite to end but baby sis is w me,2009,5,2,0
0,1676118403,2009-05-02 00:08:47,TessLOve205,the workeres said you would come out but you never did there were only of us and we stood in the rain,2009,5,2,0
0,1676218070,2009-05-02 00:24:54,A_HeCtOr_1982,just realized i lost MY ENTIRE itunes collection What A DAY SERIOUSLY WHAT A DAY UGH,2009,5,2,0
0,1676275725,2009-05-02 00:34:24,casheroo,my sty hurts and i have work at 7am boo,2009,5,2,0
0,1676511528,2009-05-02 01:16:00,ohindiegirl,Not funny that our jackets were taken from us Now I have no jacket for tonight,2009,5,2,1
0,1676783213,2009-05-02 02:10:52,melissarainbow,would love to go outside but stuck doing homework cant wait for tomorrow night,2009,5,2,2
0,1676881443,2009-05-02 02:33:39,ladyspeaker,Just living and learning Getting my heart stomped on a few times makes me stronger right,2009,5,2,2
0,1676888356,2009-05-02 02:35:17,rob_caporetto,Thanks Thanks for well saying you d be out of the way and then decide it was too much bother to actually do it,2009,5,2,2
0,1676948976,2009-05-02 02:49:59,djdoctadawe,I left my laptop charger at icebar so i m pretty much ready to commit suicide right now No computer for a few hours,2009,5,2,2
0,1676986263,2009-05-02 02:59:22,MoniqueAllison,Up from insomnia New Orleans is crazy Thank God Carnival cancelled our cruise to Mexico quot aww quot but we going to the Bahamas instead,2009,5,2,2
0,1677001626,2009-05-02 03:02:45,CharlotteTe,after this week end Holidays wiil be over,2009,5,2,3
0,1677077639,2009-05-02 03:21:44,marrrieeex,Marie is so NOT looking forward to SAT tmr,2009,5,2,3
0,1677141635,2009-05-02 03:38:25,MartinKoss,ezine is all about getting links nowadays It used to be about authors as you point out Everythings manipulated for links now,2009,5,2,3
0,1677217120,2009-05-02 03:59:28,Murder_Maiden,I m trying my hardest to extend my stay in L A so I can be there for it I don t like missing your shows,2009,5,2,3
0,1677313262,2009-05-02 04:26:43,YodelTrampoline,Sore throat ouch i wil now hve a hot shower n thn watci the simpsons,2009,5,2,4
0,1677390346,2009-05-02 04:49:59,ZanderDuYoyo,Helllo Hetearchs Beautiful day in the Test Valley Norman Court School Fete today says my attendance is mandatory,2009,5,2,4
0,1677488888,2009-05-02 05:20:49,sonic89,the one night I go to sleep early every person under the sun feels I need to be woken up final sleep time 4 45 meeh,2009,5,2,5
0,1677509895,2009-05-02 05:27:54,ctayah,KYS if you tell another guy to murder your dick,2009,5,2,5
0,1677595030,2009-05-02 05:56:28,missPURPLEdiva,i hate being sick yo This is some bullshit to be sittin work when I need to be laid up in bed,2009,5,2,5
0,1677681819,2009-05-02 06:24:32,mushaboom,i just fucked up all the tags on entries before the first of this year in my lj if i had a paid account this wouldn t have happened,2009,5,2,6
0,1677687651,2009-05-02 06:26:30,herp0nderings,eehh it s okay that s exactly where I was thinking holy mind reader,2009,5,2,6
0,1677741016,2009-05-02 06:43:53,justsal,Just downed a redbull need to wake up and get this essay started lol Yes I typed started I m so behind with this class,2009,5,2,6
0,1677774600,2009-05-02 06:55:14,gabbixxinsane,i gotta take the SAT s today,2009,5,2,6
0,1677795734,2009-05-02 07:02:01,cedr,Aw rain really I was gonna scooter,2009,5,2,7
0,1677888732,2009-05-02 07:31:05,cuteycol,not bad mj not bad heard about the job let down soo what you doing now,2009,5,2,7
0,1678059611,2009-05-02 08:19:13,cndy8,the shirt sablonannya rada ilang2 gituu,2009,5,2,8
0,1678086128,2009-05-02 08:26:11,mrs_radioviolet,My ice pack melted all over me last night i m still miserable How can i get my nails done when i cant lift my arm,2009,5,2,8
0,1678105432,2009-05-02 08:31:03,keastn,playing dominos with a wooden mannequin lonely times,2009,5,2,8
0,1678219025,2009-05-02 08:57:46,jleija79,Ouchie not good,2009,5,2,8
